1,1,"b""So you text me, ask me a stupid question, don't bother asking how I am, then never text back?.... you're a great friend. #Sarcasm"""
2,1,"b""can't wait for the second sociology test this week, next lesson #sarcasm #fuckedit"""
3,1,"b'nothing better than taking a nap after work, to wake up at midnight, then to take a shower only to go to sleep after that again #sarcasm'"
4,1,"b""Well ain't I a looker in the mornings #Sarcasm #Cold #Moustache #Uni #Hollister #Hoody """
5,1,"b""My tweets: #Luxury #Entrepreneurs #Thailand #Philippines #Mobile #Whisky #Cigars #Humor #Sarcasm #Relationships #Travel &amp; yes I'm human!"""
6,1,"b""@jsitton71 You shouldn't bash your critics on here. You're just a Pro Bowler and Super Bowl Champ. They know better than you. #sarcasm"""
7,1,b'@mirza9 no news on death of Paul Walker on #geo . See they only show happy news n katrina kaif dancing half naked #sarcasm @MubasherLucman'
8,1,"b""Did I mention, best #dreamforce ever. #Sarcasm. Right now, I'm thinking never again."""
9,1,"b""@C_Kupp13 @Baby_Sheehey24 @brooky_15 cause someone realizes Brooklyn's awesomeness.... #sarcasm \xf0\x9f\x98\x9c"""
10,1,b'A whole day of ethics to look forward to today. Yay #sarcasm'
11,1,b'Great start of the day! Everything is working as it should be. #sarcasm Either I walk or I wait for 30 for the Taxi to arrive.'
12,1,b'Quick Easy Cash? or Nah? haha #LearnHowToDrive #iHatePeopleWhoCantDrive #lol #funny #sarcasm #NotSerious '
13,1,b'I love when you text me and then not reply. #sarcasm'
14,1,b'Oh look. Another Madea movie. The world holds its breath. #sarcasm #pleasestop'
15,1,"b""In the mean time it's exciting assignment finishing.  #sarcasm"""
16,1,b'@USC_pe9 Can we let him coach a game first before all of next season is lost? #sarcasm #FightOn'
17,1,b'@pragathic @justinbieber Yeah right and Niall Horan is my boyfriend. #Sarcasm #NotHappening :|'
18,1,"b""I can't wait to be called a white girl when I get back to school \xf0\x9f\x92\x81 #sarcasm"""
19,1,b'probably going to spend all night in the photography lab #yay #sarcasm #notexcited'
20,1,"b""Nothing beats having a migraine creep up on you on New Year's eve.  #sarcasm"""
21,1,b'exactly what i wanted to do on my day off \xf0\x9f\x91\x8c #DMV #sarcasm'
22,1,b'The best fifa player to live this planet @naeem_patel44 .. Lettin yourl know @EASPORTSFIFA @FIFAcom @fifacom_ar #Sarcasm #fullofit'
23,1,"b""@Telstra if I want to waste my day I'll just call your technicians #sarcasm"""
24,1,"b""I've got a headache, feel ill, had a nosebleed at some point and mum's in Total bitch mode. Greatest new years eve ever so far. #Sarcasm"""
25,1,"b""Thank Christ every store already looks like the North Pole because there's only two months left til Xmas #sarcasm"""
26,1,b'@SanaSaeed Weird. Thought only religious people were violent. #Sarcasm'
27,1,"b'Even on Christmas, the family still finds things to argue about. Great times #sarcasm'"
28,1,b'Thanks for the call back\xf0\x9f\x91\x8c it was great to hear from you\xf0\x9f\x98\x92 #sarcasm'
29,1,"b""I'm glad that I can follow the stereotype of working late on presentations and class work. Somebody's gotta do it #sarcasm"""
30,1,b'Im sure always look on the bright side of life will make all those families with ill children feel loads better #sarcasm #CiN'
31,1,"b""@Phil_Johnson_ Come on Phil, he's just being relevant, creative, and contextual.  Don't you want to reach people where they are? #sarcasm"""
32,1,"b'So #Wierdcock from #BFR &amp; #CaptainGiggles - not too shabby. For a scratch, talentless fast boy, &amp; a has-been. #Sarcasm #GoSENSGo #Sens'"
33,1,"b""Glad to know you're all happy that's Justin's happy. #bestfanbase #sarcasm"""
34,1,"b""@carlapattermake @_FireBrimstone_ Like they didn't spoil who RJ was? #sarcasm (2/2)\n\nThe Mentalist #tvcrimedrama #PeoplesChoice"""
35,1,b'Love going to work at six in the morning!:) #sarcasm #struggling'
36,1,b'@Threemoons Accepting your magic Frapp with gratitude!  US healthcare... Why has no one addresses this yet? #sarcasm'
37,1,b'Sunderland no doubt quaking in their boots right about now! #Sarcasm #MoyesOut #ProbablyBeProvedWrong'
38,1,"b""@frankejames @Salon @MichaelEMann @350 // WOWhie. I am sure @BarackObama doesn't know. I just tweted him  #sarcasm"""
39,1,b'Having a microphone at a livestock judging contest: ultimate sign of power...#sarcasm'
40,1,b'Diorang tak rasa macam ada hutang something ke? #sarcasm'
41,1,b'Walking out of work at 10 to midnight is definitely how I envisioned my Christmas Eve to go #Sarcasm'
42,1,"b""thanks for being there right when I'm going through such a hard time \xf0\x9f\x91\x8c\xf0\x9f\x92\x81 #sarcasm"""
43,1,"b'@ScottSoden sure did, now I will never be the same! #liferuined #sarcasm'"
44,1,b'Nothing like going through the thriving metropolis of Garrett #sarcasm'
45,1,b'Sorting out the laundry at work. How terribly exciting! #sarcasm'
46,1,"b""It must really help Morgan Rielly to have either Ranger or Fraser as he's defence partner. #sarcasm \n\n#Leafs #TMLtalk"""
47,1,b'Thanks local #Fox channel for always having to show the #vikings game its definitely more entertaining than ANY OTHER GAME! #sarcasm'
48,1,"b""Looks like second day I've missed bring your parents to class day #darn #sarcasm"""
49,1,"b""wouldn't be a true holiday without my dad yelling at someone #sarcasm"""
50,1,"b""I didn't know it was so hard to text someone back #sarcasm"""
51,1,"b""I'm glad every one of my fantasy players decided to lay an egg today... #Sarcasm #Pissed"""
52,1,"b""Glad to know i'm a valued member of my family #sarcasm"""
53,1,"b""What coach hasn't sent pictures of his genitals to the mother of one of his players, its 2014 for gosh sakes #sarcasm\n"""
54,1,"b""I wonder if Aaron Rodgers' health will be a topic on sports talk radio in Wisconsin this week. #Packers #Sarcasm"""
55,1,"b""@keiteay But we don't know yet if they were rich or not... #sarcasm #Merica"""
56,1,"b""@Iveservan Ah, alas.. #sarcasm :p never would've guessed it. Lol"""
57,1,b'Everytime I hear the pogues on the radio just reminds me of @JonnyCrowther12 he loves it. #sarcasm'
58,1,b'@DaPuckStopsHere @JupJupLeafs17 @Lonny_Bohonos @DamoSpin thanks for watching Leafs games but never noticing Dions fuck ups #sarcasm'
59,1,b'@tammanakapur Ofcourse it is.. But our whole convo is funny..! :P :P\nWho takes 100yr to think of a topic.. ROFL.. #Sarcasm'
60,1,b'We all look so happy my dads choir recording \xf0\x9f\x98\x82\xf0\x9f\x98\x82\xf0\x9f\x98\x82 #sarcasm'
61,1,"b""Thanks for everyone's motivation to get me off my ass\xf0\x9f\x91\x8d #sarcasm"""
62,1,b'Just saw a Fast &amp; Furious 6: Extended Edition commercial :/ #PerfectTiming #Sarcasm'
63,1,"b""@Wantickets obviously @Avicii - how would I get good feelings without 'Levels'??!? I'd never wake up without 'Wake Me Up'... #sarcasm"""
64,1,"b'Oh goody, they just moved the sick passenger, who spent the entire flight in the same bathroom, directly across from me. Why? #sarcasm'"
65,1,"b""@BudKennedy @startelegram don't worry they are minor earthquakes. Fracking is safe. #sarcasm"""
66,1,b'#offensive #tuesday #idgaf #truthhurts #sarcasm #whysoserious #dannybowie Instagram #philosophers\xe2\x80\xa6 '
67,1,"b""I love going to Vandebilt in the winter cause all I get to wear is skirts when it's like below Fcking Zero \xf0\x9f\x98\x92\xf0\x9f\x98\x92\xf0\x9f\x98\x92\xf0\x9f\x98\xa4\xf0\x9f\x98\xa4 #sarcasm"""
68,1,"b'@Spotify to me .... ""If you like the Who, try the Doors.""  Wow, if not for you I would never have known.  #Sarcasm #ReallyIMeanReally?'"
69,1,b'@HoopscoachDan so hard to watch them struggle like that. #SnowDay #sarcasm'
70,1,"b'@MKAChohan @GAUAHAR_KHAN uske liye apko pehle ""neutral"" hona padega as tanisha ki b kch achi chezain hui hain in the show #sarcasm'"
71,1,"b""Pats are the least penalized team in the league?  I'm shocked.  #sarcasm"""
72,1,b'#Sarcasm is the closest thing to a positive attitude that I can muster.'
73,1,b'Just got hit in the head with a loaf of bread... #Cool #Sarcasm'
74,1,"b'I absolutely LOVE how you tell me how much I mean to you, then turn around and ignore me. #sarcasm'"
75,1,"b'Yay, another day of sleeping, boring tv, and feeling like crap... #justwonderful #sarcasm'"
76,1,b'@TyDavis35 I mean how can you not love this face guys. #sarcasm #lotsandlotsofsarcasm '
